id,type,name,address,
7485,restaurant,Hapa Izakaya,College Street,
7486,pub,The Hogtown Pub and Oysters,College Street,
7487,restaurant,Hot Mess,College Street,
7488,dentist,Little Italy Dentalistry,College Street,
7489,restaurant,Rush,College Street,
7490,clinic,Immigrant Women's Health Centre,College Street,
7491,restaurant,La Carnita,College Street,
7492,restaurant,Ho Jan Chinese Restaurant,Carlton Street,
7493,dentist,Braces,College Street,
7494,restaurant,La Forchetta,College Street,
7495,restaurant,Come See Me,College Street,
7496,dentist,Little Italy Dental Practice,College Street,
7497,bank,IC Savings,College Street,
7498,ice_cream,Menchie's,College Street,
7499,bank,Meridian Credit Union,College Street,
7500,bar,Boombox Toronto,College Street,
7501,bar,Mrs Robinson,College Street,
7502,pub,The Commoner,College Street,
7503,fast_food,PG Cluck's,College Street,
7504,fortune_teller,Toronto Psychic & Clairvoyant Grace,College Street,
7505,pub,Pour Boy,College Street,
7506,restaurant,Rudy,College Street,
7507,restaurant,odd burger,College Street,
7508,cafe,Sicilian Sidewalk Café,College Street,
7509,bar,Sotto Voce Wine & Pasta Bar,College Street,
7510,bar,The Orbit Room,College Street,
7511,restaurant,La Perla,College Street,
7512,restaurant,Tasty Hut,Yonge Street,
7513,restaurant,Yu Szechuan Cuisine,Yonge Street,
7514,restaurant,Mabu Station,Yonge Street,
7515,restaurant,Buk Chang Dong Soon Tofu,Yonge Street,
7516,restaurant,Angus Pho House,Yonge Street,
7517,pharmacy,St.Michael's Drug Mart,College Street,
7518,restaurant,Nile River,College Street,
7519,bar,The Walton,College Street,
7520,restaurant,The Captains Boil,College Street,
7521,restaurant,The Fish Store & Yunes Sandwiches,College Street,
7522,restaurant,Jack and Lil's,Dundas Street West,
7523,dentist,Dundas Bathurst Denture Clinic,Dundas Street West,
7524,bar,Montauk Bar,Dundas Street West,
7525,cafe,Northern Belle,Dundas Street West,
7526,restaurant,Old School,Dundas Street West,
7527,restaurant,Oxtail Pho - Banh Mi & Vegetarian,Dundas Street West,
7528,restaurant,Patois,Dundas Street West,
7529,cafe,presotea,Dundas Street West,
7530,fast_food,Real Empanada,Dundas Street West,
7531,restaurant,Utopia,College Street,
7532,fast_food,Village Juicery,College Street,
7533,pub,All Bar One,College Street,
7534,restaurant,Weldon Park,College Street,
7535,restaurant,Vivoli,College Street,
7536,restaurant,Mr Burrito / Baba Geddo,University Avenue,
7537,restaurant,Dandylion,Queen Street West,
7538,restaurant,The Gabardine,Bay Street,
7539,restaurant,Jin's Mi-Fen,Yonge Street,
7540,doctors,Church Wellesley Rehabilitation,Church Street,
7541,community_centre,The Village Centre,Wellesley Street East,
7542,doctors,Church Street Chiropractic-Acupuncture Clinic,Church Street,
7543,restaurant,Kintaro Izakaya,Church Street,
7544,nightclub,Erotico Lounge Dance & Night Club,Church Street,
7545,doctors,Church Wellesley Health Centre,Church Street,
7546,restaurant,Indian Roti House,Church Street,
7547,restaurant,Kawa Sushi,Church Street,
7548,pharmacy,MedsEXPERT Pharmacy,Church Street,
7549,ice_cream,iHalo Krunch,Queen Street West,
7550,restaurant,North of Brooklyn Pizzeria,Church Street,
7551,pharmacy,Ottway Herbs & Vitamins,Church Street,
7552,bar,Pegasus Bar,Church Street,
7553,bank,TD Canada Trust,Wellesley Street East,
7554,social_facility,Sagrario Pilates Studio,Wellesley Street East,
7555,dentist,Wellesley Dental Centre,Wellesley Street East,
7556,restaurant,Sambucas On Church,Church Street,
7557,restaurant,Amor Fusion Doner & Kebab,Church Street,
7558,pub,The Dog's Bollocks,Queen Street West,
7559,clinic,Quanfu Zhou Chinese Medicine & Acupuncture Clinic,Bathurst Street,
7560,pharmacy,The Village Pharmacy,Church Street,
7561,ice_cream,Arctic Bites,Baldwin Street,
7562,restaurant,Valens,Baldwin Street,
7563,restaurant,Veloute Bistro,Queen Street East,
7564,restaurant,Beer Batter Fish N' Chips,Carlton Street,
7565,community_centre,Buds and Blossoms,Parliament Street,
7566,dentist,Cabbagetown Dental Centre,Parliament Street,
7567,pharmacy,Pharmasave,Parliament Street,
7568,veterinary,Cabbagetown Pet Clinic,Gerrard Street East,
7569,doctors,Cabbagetown Women's Clinic,Gerrard Street East,
7570,restaurant,JaBistro,Richmond Street West,
7571,restaurant,Gonzo Izakaya,College Street,
7572,restaurant,Agora,Queen Street West,
7573,recycling,Absolute Data Destruction,Leading Road,
7574,restaurant,Lavetto,Spadina Avenue,
7575,dentist,Denture Clinic,Gerrard Street East,
7576,doctors,Dr. Kashif A. Zaki,Sherbourne Street,
7577,dentist,Dr P Shillingford & Associates,Parliament Street,
7578,dentist,Goren Steve Dr,Parliament Street,
7579,restaurant,Buddha's Vegan Restaurant,Dundas Street West,
7580,restaurant,Golden Rice Noodle,Yonge Street,
7581,fast_food,Popeyes,Finch Avenue West,
7582,fast_food,Allwyn's Bakery,The Queensway,
7583,cafe,Rustic Cosmo Cafe,Queen Street West,
7584,restaurant,Hanoi Restaurant,Queen Street West,
7585,restaurant,Bacchus Roti Shop,Queen Street West,
7586,restaurant,Skadarlija Restaurant,Queen Street West,
7587,bar,Kolors,Queen Street West,
7588,cafe,Maverick's Donut Company,Queen Street West,
7589,restaurant,Dave's Hot Chicken,Queen Street West,
7590,restaurant,The Bell and Beacon,Queen Street West,
7591,fast_food,Gus Tacos,Queen Street West,
7592,bar,Tonight,Queen Street West,
7593,fast_food,Ali Baba's,King Street West,
7594,restaurant,Sidecar Restaurant,College Street,
7595,social_facility,Egale Youth OUTreach,Shuter Street,
7596,restaurant,Fancy Franks Gourmet Hot Dogs,Parliament Street,
7597,restaurant,Freshed Right Salad and Juice Bar,Gerrard Street East,
7598,clinic,Gestalt Institute Of Toronto,Parliament Street,
7599,ice_cream,Grinning Face Gelato,Parliament Street,
7600,animal_boarding,Happy At Home Petsitters Toronto,Parliament Street,
7601,restaurant,House on Parliament,Parliament Street,
7602,restaurant,International Food Focus Ltd,Carlton Street,
7603,cafe,It's Jenny Espresso Boutique and Catering,Gerrard Street East,
7604,restaurant,Kabab And Tikah House,Carlton Street,
7605,restaurant,Kibo Sushi House,Parliament Street,
7606,restaurant,Kingyo,Winchester Street,
7607,clinic,The Living Institute,Carlton Street,
7608,bank,Meridian Credit Union,Parliament Street,
7609,restaurant,New Town Restaurant,Parliament Street,
7610,veterinary,Toronto Central Animal Clinic,Parliament Street,
7611,restaurant,Parliament Shawarma & Falafel,Parliament Street,
7612,fast_food,Mr. Sub,College Street,
7613,doctors,1clinic,Yonge Street,
7614,fast_food,Subway,Kipling Avenue,
7615,school,Irshad Institute,Kipling Avenue,
7616,place_of_worship,Passionist Missionaries,Kipling Avenue,
7617,restaurant,Gustoso Panini,Kipling Avenue,
7618,restaurant,Willy's Jerk,Kipling Avenue,
7619,restaurant,Joe Bird,Queens Quay West,
7620,restaurant,The Slip,Queens Quay West,
7621,pub,Radical Road Brewing Co.,Queen Street East,
7622,restaurant,La Banane,Ossington Avenue,
7623,restaurant,Soufi's,Queen Street West,
7624,fast_food,The Bagel House,Avenue Road,
7625,restaurant,The Ellery Bistro,Danforth Avenue,
7626,post_office,Canada Post,Danforth Avenue,
7627,restaurant,The Keg,King Street West,
7628,restaurant,Copacabana,Adelaide Street West,
7629,restaurant,Hawthorne Food & Drink,Richmond Street East,
7630,dentist,Kipling Dental Centre,Kipling Avenue,
7631,restaurant,Freshii,King Street East,
7632,fast_food,Pizza Nova,Bloor Street West,
7633,pharmacy,John Garland Pharmacy & Walkin Clinic,Martin Grove Road,
7634,fast_food,Pizza Pizza,Martin Grove Road,
7635,fast_food,Pizza Nova,Martin Grove Road,
7636,dentist,West Humber Dentistry,Martin Grove Road,
7637,money_transfer,Western Union,Martin Grove Road,
7638,place_of_worship,Jannatul Ferdous Mosque,Martin Grove Road,
7639,restaurant,Blue Sky Restaurant and Bar,Martin Grove Road,
7640,childcare,First Stage Child Care,Martin Grove Road,
7641,restaurant,Osmow's,Finch Avenue West,
7642,fast_food,Popeyes,Albion Road,
7643,restaurant,Tabule,Queen Street East,
7644,restaurant,Barrio Cerveceria,Queen Street East,
7645,restaurant,Sashimi Island,College Street,
7646,fast_food,Pizza Pizza,College Street,
7647,theatre,The Royal,College Street,
7648,restaurant,Pizzeria Libretto,King Street West,
7649,cafe,CoCo Fresh Tea & Juice,Queen Street West,
7650,restaurant,Cheers Chicken & Beers,Finch Avenue West,
7651,cafe,Rosey J Cafe,Finch Avenue West,
7652,cafe,CoCo Fresh Tea & Juice,Finch Avenue West,
7653,restaurant,Huh Ga Ne,Finch Avenue West,
7654,fast_food,Subway,Finch Avenue West,
7655,cafe,Gong Cha,Town Centre Court,
7656,cafe,Feng Cha Tea Shop,Midland Avenue,
7657,restaurant,Beijing Restaurant,Midland Avenue,
7658,cafe,Happy Lemon,Midland Avenue,
7659,restaurant,a! Xiang Noodle,Midland Avenue,
7660,restaurant,DM Chicken,Midland Avenue,
7661,cafe,Boba Boy,Midland Avenue,
7662,restaurant,Harbin BBQ,Midland Avenue,
7663,restaurant,Mr Six Fried Chicken,Midland Avenue,
7664,restaurant,Shananxi Legend,Midland Avenue,
7665,restaurant,Boom Breakfast & Co,Eglinton Avenue West,
7666,bar,Comedy Bar,Bloor Street West,
7667,restaurant,Gatherings Resto Bar,St. Clair Avenue West,
7668,pub,Gabby's,Bloor Street West,
7669,cafe,The Maker Bean Café,Bloor Street West,
7670,fast_food,Bahn Mi Boys,The Pond Road,
7671,fast_food,Basil Box,The Pond Road,
7672,dentist,North Shores Dental,Kingston Road,
7673,restaurant,XiangLongZhuaZhua,Northtown Way,
7674,restaurant,Lucky Tea,Northtown Way,
7675,dentist,dentalhouse,Joe Shuster Way,
7676,restaurant,Alexandria Cafe,Lawrence Avenue East,
7677,dentist,St. George Dental,College Street,
7678,restaurant,Pam's Roti,Bloor Street West,
7679,restaurant,Caffino,King Street West,
7680,doctors,King West Village Chiropratic Clinic,King Street West,
7681,social_facility,Parkdale Project Read,King Street West,
7682,fast_food,A&W,Church Street,
7683,cafe,Royaltea,Yonge Street,
7684,restaurant,Grill Gate,Sheppard Avenue West,
7685,restaurant,Sabor Brazil,St. Clair Avenue West,
7686,restaurant,King's Delight,St. Clair Avenue West,
7687,pharmacy,Green Medical Pharmacy,St. Clair Avenue West,
7688,restaurant,Freshii,Hanna Avenue,
7689,restaurant,Kibo Sushi,East Liberty Street,
7690,dentist,Portrait Dental,East Liberty Street,
7691,veterinary,Liberty Village Animal Hospital,East Liberty Street,
7692,fast_food,Maurya East Indian Roti,East Liberty Street,
7693,restaurant,Fire Wing’s Bar & Grill,Dundas Street West,
7694,fast_food,Lenny's Pizza & Pasta,Dundas Street West,
7695,restaurant,Trattoria Leonardo,Dundas Street West,
7696,veterinary,Eatonville Animal Hospital,Dundas Street West,
7697,pub,St.James's Gate,Dundas Street West,
7698,dentist,Village Dental,Dundas Street West,
7699,restaurant,Kibo Sushi,Dundas Street West,
7700,restaurant,Pizzeria Via Napoli,Dundas Street West,
7701,restaurant,Qinthai Cuisine,Weston Road,
7702,restaurant,Crystal Palace,Yonge Street,
7703,cafe,Lido Caffe,St. Clair Avenue West,
7704,restaurant,Good Son,Queen Street West,
7705,cafe,Fix,Gladstone Avenue,
7706,restaurant,Lao Thai,Gladstone Avenue,
7707,social_facility,Queen Street Treatment Clinic,Queen Street West,
7708,restaurant,Convenience,Queen Street West,
7709,bar,Brooklynn,Queen Street West,
7710,restaurant,Nunu,Queen Street West,
7711,cafe,Buna,Queen Street West,
7712,juice_bar,Bolt Fresh Bar,Queen Street West,
7713,restaurant,Nuit Social,Queen Street West,
7714,restaurant,IKUNE by Après Wine Bar,Queen Street West,
7715,dentist,Mint Dentistry,Queen Street West,
7716,cafe,Major Treat Coffee,Queen Street West,
7717,restaurant,Giulietta,College Street,
7718,restaurant,Aloette,Spadina Avenue,
7719,restaurant,Alo,Spadina Avenue,
7720,restaurant,The Originals,Springhurst Avenue,
7721,pharmacy,Parkdale Pharmacy,King Street West,
7722,place_of_worship,Parkdale United Church,Dunn Avenue,
7723,fast_food,Domino's,King Street West,
7724,fast_food,Batibot,Queen Street West,
7725,bar,Pharmacy Bar,King Street West,
7726,cafe,The Abbott,Spencer Avenue,
7727,cafe,Galaxy,King Street West,
7728,restaurant,Kotta,King Street West,
7729,fast_food,Popeyes,King Street West,
7730,dentist,Dr. Thuy Nguyen,King Street West,
7731,restaurant,Tasty,King Street West,
7732,doctors,Pediatrics & Family Clinic,King Street West,
7733,fast_food,Habibi,King Street West,
7734,bar,Rebecca's Lounge,King Street West,
7735,restaurant,Toronto Shawarma,King Street West,
7736,restaurant,Phở Asia 21,King Street West,
7737,fast_food,Thai Jalearn,Dundas Street West,
7738,community_centre,L’Amoreaux Community Recreation Centre,McNicoll Avenue,
7739,bar,Wallen,Queen Street West,
7740,restaurant,Entice,Queen Street West,
7741,bar,Church,Queen Street West,
7742,bar,Mother,Queen Street West,
7743,cafe,Mercat del Carmen,Queen Street West,
7744,restaurant,Carmen,Queen Street West,
7745,restaurant,Jules Bistro,Queen Street West,
7746,restaurant,AMA,Queen Street West,
7747,bar,Sweaty Betty's,Ossington Avenue,
7748,restaurant,Montgomery's,Queen Street West,
7749,cafe,Antikka,Queen Street West,
7750,library,Toronto Public Library - McGregor Park,Lawrence Avenue East,
7751,library,Canadian Lesbian and Gay Archives,Isabella Street,
7752,restaurant,The Alpine,Dundas Street West,
7753,restaurant,EVOO,Avenue Road,
7754,restaurant,Hey Sugar | 嘿糖,Yonge Street,
7755,restaurant,春 Chun Yang Taiwan Black Tea,Yonge Street,
7756,restaurant,Te,Ossington Avenue,
7757,restaurant,Tanto,Ossington Avenue,
7758,restaurant,Mamakas,Ossington Avenue,
7759,restaurant,Oddseoul,Ossington Avenue,
7760,restaurant,La Cubana,Ossington Avenue,
7761,restaurant,Soos,Ossington Avenue,
7762,theatre,Lower Ossington Theatre,Ossington Avenue,
7763,restaurant,Indian Grill,Ossington Avenue,
7764,bar,Baby Huey,Ossington Avenue,
7765,bar,Reposado,Ossington Avenue,
7766,restaurant,Côte de Bœuf,Ossington Avenue,
7767,pharmacy,United Drug Mart,Ossington Avenue,
7768,restaurant,Bazara,Ossington Avenue,
7769,restaurant,Superpoint,Ossington Avenue,
7770,fast_food,Burgers n' Fries Forever,Ossington Avenue,
7771,fast_food,Roywoods,Ossington Avenue,
7772,bar,Man of Kent,Ossington Avenue,
7773,restaurant,BQM Burger,Ossington Avenue,
7774,bar,La Porte,Ossington Avenue,
7775,bar,The Painted Lady,Ossington Avenue,
7776,fast_food,The Grow Op,Ossington Avenue,
7777,bar,Communist's Daughter,Dundas Street West,
7778,fast_food,Schmaltz Appetizing,Ossington Avenue,
7779,restaurant,Paris Paris,Dundas Street West,
7780,bar,Camp 4,Dundas Street West,
7781,fast_food,North of Brooklyn Pizzeria,Dundas Street West,
7782,bar,The Red Light,Dundas Street West,
7783,driving_school,Guide Driving School,Dundas Street West,
7784,fast_food,Veghed Fresh Bar,Dundas Street West,
7785,restaurant,Brasileirissimo Steak House,Dundas Street West,
7786,restaurant,Churrasqueira do Sardinha,Dundas Street West,
7787,dentist,Dundas Ossington Dentistry,Dundas Street West,
7788,bar,Churchill,Dundas Street West,
7789,restaurant,Soso Food Club,Dundas Street West,
7790,pharmacy,Well.ca Pharmacy,Dundas Street West,
7791,restaurant,Ossington Stop,Dundas Street West,
7792,bank,IC Savings,Dundas Street West,
7793,bar,Delta Sports Bar,Ossington Avenue,
7794,nightclub,The Dakota Tavern,Ossington Avenue,
7795,social_facility,West Neighbourhood House,Ossington Avenue,
7796,animal_boarding,Unleashed in the City,Ossington Avenue,
7797,restaurant,Bar Sybanne,Ossington Avenue,
7798,fast_food,Alex Rei dos Leitões,Ossington Avenue,
7799,restaurant,Moliceiro,Ossington Avenue,
7800,restaurant,Foxley,Ossington Avenue,
7801,post_office,Canada Post Toronto Station C,Ossington Avenue,
7802,cafe,Pilot Coffee Roasters,Ossington Avenue,
7803,restaurant,Böhmer,Ossington Avenue,
7804,bar,The Ossington,Ossington Avenue,
7805,restaurant,Pastiche,Ossington Avenue,
7806,pub,Whelan's Gate,Bloor Street West,
7807,car_rental,Globe Car & Truck Rentals,Eireann Quay,
7808,car_rental,Globe Car & Truck Rentals,Queens Quay West,
7809,cafe,The Poet,King Street East,
7810,bar,Club 120,Church Street,
7811,restaurant,120 Diner,Church Street,
7812,bar,Lighthouse Shisha Lounge,Church Street,
7813,bar,McVeigh's,Church Street,
7814,restaurant,Alobar,Cumberland Street,
7815,clinic,MCI - The Doctor's Office,Dundas Street West,
7816,veterinary,Bloor-Kipling Animal Clinic,Bloor Street West,
7817,clinic,LS Clinic,Bloor Street West,
7818,pharmacy,PharmaChoice,The West Mall,
7819,restaurant,West Mall Bloor Fish & Chips,The West Mall,
7820,pharmacy,Markland Woods Pharmacy,Bloor Street West,
7821,fast_food,Matty’s Patty’s,Queen Street West,
7822,cafe,The Library Coffee,Queen Street West,
7823,fast_food,Hooky's Fish n Chips,Queen Street West,
7824,driving_school,Easy Driving School,Dundas Street West,
7825,dentist,Dr. Michael Davis,Dundas Street West,
7826,bar,Bunda Lounge,Dundas Street West,
7827,pub,Opera Bob's Public House,Dundas Street West,
7828,restaurant,First Choice Restaurant,Dundas Street West,
7829,pub,The Bull Pub & Grill,Bloor Street West,
7830,clinic,Medical Assesment Centre,Bloor Street West,
7831,restaurant,Toast on Bloor,Bloor Street West,
7832,restaurant,Bonimi,Bloor Street West,
7833,restaurant,Roti Palace of India,Bloor Street West,
7834,dentist,Dr. M.T. Cosentino,Bloor Street West,
7835,social_facility,Polycultural Immigrant & Community Services,Bloor Street West,
7836,dentist,Orthodontics Studio @ Royal York,Bloor Street West,
7837,dentist,Kingsway Health Sciences,Bloor Street West,
7838,pharmacy,Cosmo Pharmacy,Bloor Street West,
7839,dentist,Kingsway Orthodontics,Bloor Street West,
7840,music_school,Orrett Music Academy,Bloor Street West,
7841,childcare,Treasured Moments Kids,Bloor Street West,
7842,fast_food,Sushi 2 Go,Bloor Street West,
7843,restaurant,Casa Barcelona,Bloor Street West,
7844,bank,Parama Credit Union,Bloor Street West,
7845,dentist,Kingsway Family Dentistry,Bloor Street West,
7846,doctors,Dr. Phillip C. Ho,Bloor Street West,
7847,doctors,Complete Balance Health Centre,Bloor Street West,
7848,cafe,Jules Cafe,Bloor Street West,
7849,doctors,Dr. B. Grygowski,Bloor Street West,
7850,clinic,Etobicoke Naturopathic Clinic,Bloor Street West,
7851,pharmacy,Meds,Bloor Street West,
7852,pub,The Old Sod,Bloor Street West,
7853,dentist,Thomas Vesz, Endodontist,Bloor Street West,
7854,veterinary,Prince Edward Animal Clinic,Bloor Street West,
7855,dentist,Orthodontics on Bloor,Bloor Street West,
7856,bank,CIBC,Royal York Road,
7857,restaurant,Joyous Thai Phaze 2,Royal York Road,
7858,kindergarten,Amazon Indoor Playground,Royal York Road,
7859,pharmacy,Drugtown Pharmacy,Royal York Road,
7860,dentist,JM Dental,Royal York Road,
7861,dentist,Jagan Dental Centre,Royal York Road,
7862,music_school,"A Sharp" School of Music,Royal York Road,
7863,dentist,Joanne M. Sellitto, RDH,Royal York Road,
7864,veterinary,Westway Animal Clinic,Royal York Road,
7865,fast_food,Mayflower Chinese Food,Royal York Road,
7866,fast_food,2 Bros Cuisine,Royal York Road,
7867,fast_food,Lan Sushi,Royal York Road,
7868,fast_food,Pizza Nova,Royal York Road,
7869,pharmacy,Trillium Drug Mart,Royal York Road,
7870,cafe,Second Cup,The Kingsway,
7871,dentist,Humbertown Orthodontics,The Kingsway,
7872,fast_food,Pasta Gourmet,The Kingsway,
7873,ice_cream,Baskin-Robbins,The Kingsway,
7874,restaurant,La Veranda Osteria,Royal York Road,
7875,clinic,Mimico MEdical,Royal York Road,
7876,restaurant,Breakfast Room,Royal York Road,
7877,dentist,Mimico Dental Hygiene,Royal York Road,
7878,restaurant,Mekong River,Dundas Street West,
7879,restaurant,Sushi Sumoboi,Dundas Street West,
7880,dentist,Dr. Maria Ana Marcelo,Dundas Street West,
7881,restaurant,Insadong,Dundas Street West,
7882,veterinary,Cloverdale Veterinary Hospital,Dundas Street West,
7883,dentist,Dental and Hygiene Clinic,Dundas Street West,
7884,fast_food,Good Grains,Dundas Street West,
7885,driving_school,Aa-A Greenlight Driving School,La Rose Avenue,
7886,dentist,JW Dental Lab,La Rose Avenue,
7887,pharmacy,La Rose Pharmacy,La Rose Avenue,
7888,cafe,Olga's Espresso Bar,La Rose Avenue,
7889,fast_food,Subway,La Rose Avenue,
7890,dentist,La Rose Dental,La Rose Avenue,
7891,fast_food,Pizza Pizza,La Rose Avenue,
7892,bank,RBC,La Rose Avenue,
7893,pharmacy,Metro Drugs,Scarlett Road,
7894,cafe,Bevo Espresso & Gelato Bar,Scarlett Road,
7895,dentist,Regency Dental,Scarlett Road,
7896,fast_food,Popeyes,Burnhamthorpe Road,
7897,cafe,Java Joe's,Islington Avenue,
7898,fast_food,Pizzaiolo,Islington Avenue,
7899,cafe,Timothy's,Wincott Drive,
7900,fast_food,Asian Express,Wincott Drive,
7901,dentist,Dr. Chiang,Wincott Drive,
7902,fast_food,Tasty Grill Shawarma,Wincott Drive,
7903,cafe,Starbucks,Lloyd Manor Road,
7904,prep_school,Olympiads School - Unit 282,Consumers Road,
7905,prep_school,Olympiads School Unit 336,Settlers Road,
7906,doctors,Queensway Chiropody,The Queensway,
7907,dentist,Six Points Dental,The Queensway,
7908,ice_cream,Pinkberry,The West Mall,
7909,cafe,Aroma Espresso Bar,The West Mall,
7910,restaurant,Union Chicken,The West Mall,
7911,fast_food,Brioche Dorée,The West Mall,
7912,fast_food,Danish Pastry House,The West Mall,
7913,fast_food,Mrs. Fields,The West Mall,
7914,bank,Scotiabank,The West Mall,
7915,training,Aveda,The West Mall,
7916,fast_food,Freshly Squeezed,The West Mall,
7917,cafe,Second Cup,The West Mall,
7918,fast_food,Kernels Popcorn,The West Mall,
7919,fast_food,Crepe Delicious,The West Mall,
7920,ice_cream,Yogen Früz,The West Mall,
7921,fast_food,Umi Sushi Express,The West Mall,
7922,fast_food,Bourbon St. Grill,The West Mall,
7923,fast_food,Chipotle,The West Mall,
7924,food_court,Gourmet Fare,The West Mall,
7925,fast_food,Big Smoke Burger,The West Mall,
7926,fast_food,Pi Co.,The West Mall,
7927,fast_food,Teriyaki Experience,The West Mall,
7928,fast_food,Thaï Express,The West Mall,
7929,fast_food,McDonald's,The West Mall,
7930,fast_food,Jimmy the Greek,The West Mall,
7931,fast_food,Szechuan Express,The West Mall,
7932,fast_food,New York Fries,The West Mall,
7933,fast_food,Amaya Express,The West Mall,
7934,cafe,Tim Hortons,The West Mall,
7935,fast_food,Cultures,The West Mall,
7936,fast_food,Chelowich,Roncesvalles Avenue,
7937,fast_food,The Whole Plate,Roncesvalles Avenue,
7938,dentist,Roncy Dental Studio,Roncesvalles Avenue,
7939,fast_food,Tobiko,Roncesvalles Avenue,
7940,cafe,am bagel,Roncesvalles Avenue,
7941,pharmacy,B&A Medical Pharmacy,Roncesvalles Avenue,
7942,prep_school,Kumon,Roncesvalles Avenue,
7943,restaurant,South Indian Dosa Mahal,Roncesvalles Avenue,
7944,fast_food,Utopia Waffle,Roncesvalles Avenue,
7945,doctors,St. Joseph's Health Centre Urban Family Health Team,Roncesvalles Avenue,
7946,fast_food,Hielito Bits,Roncesvalles Avenue,
7947,childcare,Ola Daycare,Dundas Street West,
7948,fast_food,Pizza Del Arte,Dundas Street West,
7949,dentist,Dental Office Dr. Violeta Danciu,Dundas Street West,
7950,pharmacy,Bloor-Dundas Pharmacy,Dundas Street West,
7951,dentist,Dr. M Staniszewski,Dundas Street West,
7952,fast_food,Sandwich n' Such,Dundas Street West,
7953,dentist,Avalon Dentistry,Roncesvalles Avenue,
7954,fast_food,Ding-a-Wing,Roncesvalles Avenue,
7955,restaurant,Stamp's Lane,Roncesvalles Avenue,
7956,bar,Inter Steer Tavern,Roncesvalles Avenue,
7957,bar,Round the Horn,Roncesvalles Avenue,
7958,pub,The Dizzy,Roncesvalles Avenue,
7959,cafe,The Goods,Roncesvalles Avenue,
7960,restaurant,Aris Place,Roncesvalles Avenue,
7961,veterinary,Roncy Village Veterinary Clinic,Roncesvalles Avenue,
7962,cafe,Piedmont Coffee Bar,Isabella Street,
7963,library,Toronto Public Library - Northern Elms,Rexdale Boulevard,
7964,cinema,Imagine Cinemas,Rexdale Boulevard,
7965,pharmacy,PharmaChoice,Rexdale Boulevard,
7966,cafe,Real Fruit Bubble Tea,Rexdale Boulevard,
7967,fast_food,New York Fries,Rexdale Boulevard,
7968,fast_food,Burger King,Rexdale Boulevard,
7969,fast_food,Jimmy the Greek,Rexdale Boulevard,
7970,fast_food,Taco Bell,Rexdale Boulevard,
7971,fast_food,KFC,Rexdale Boulevard,
7972,fast_food,Caribbean Queen,Rexdale Boulevard,
7973,fast_food,Fusia Asian Kitchen,Rexdale Boulevard,
7974,fast_food,Bourbon St. Grill,Rexdale Boulevard,
7975,fast_food,Villa Madina,Rexdale Boulevard,
7976,fast_food,Charley's Steakery,Rexdale Boulevard,
7977,fast_food,Thaï Express,Rexdale Boulevard,
7978,food_court,Woodbine Mall Food Court,Rexdale Boulevard,
7979,bank,TD Canada Trust,Rexdale Boulevard,
7980,fast_food,Cinnabon,Rexdale Boulevard,
7981,ice_cream,Baskin-Robbins,Rexdale Boulevard,
7982,cafe,Tim Hortons,Rexdale Boulevard,
7983,dentist,Woodbine Dental Clinic,Rexdale Boulevard,
7984,fast_food,Kebab House & Grill,Rexdale Boulevard,
7985,fast_food,Sushi House,Rexdale Boulevard,
7986,bank,CIBC,Albion Road,
7987,fast_food,Kashmir Curry,Albion Road,
7988,restaurant,Caribbean Heat 2,Albion Road,
7989,cafe,Real Fruit Bubble Tea,Albion Road,
7990,cafe,Tim Hortons,Albion Road,
7991,fast_food,Tropical Joe's,Albion Road,
7992,bank,BMO,Albion Road,
7993,dentist,Tridont Dental Centre,Albion Road,
7994,food_court,Albion Centre Food Court,Albion Road,
7995,fast_food,McDonald's,Albion Road,
7996,fast_food,Momo 2 Go,Albion Road,
7997,fast_food,Asian Gourmet,Albion Road,
7998,fast_food,Subway,Albion Road,
7999,fast_food,El Greeko,Albion Road,
8000,fast_food,Caribbean Cuisine Delight,Albion Road,
8001,fast_food,Sunrise Bagel,Albion Road,
8002,fast_food,Pizza Depot,Finch Avenue West,
8003,fast_food,Tinnel's,Finch Avenue West,
8004,dentist,Dr. S. Girgis Dental Clinic,Finch Avenue West,
8005,restaurant,876 Jamrock Restaurant,Finch Avenue West,
8006,dentist,Albion-Finch Dental Centre,Albion Road,
8007,pharmacy,Pharmasave,Albion Road,
8008,clinic,Albion Finch Medical Centre,Albion Road,
8009,restaurant,Red Kaoliang,Martin Grove Road,
8010,fast_food,Popular Pizza,Martin Grove Road,
8011,fast_food,Big G,Martin Grove Road,
8012,restaurant,Noodle Me,Bloor Street West,
8013,restaurant,Kenkou Shushi,Bloor Street West,
8014,dentist,Berco & Deluco Orthodontics,Bloor Street West,
8015,restaurant,Shakey's,Bloor Street West,
8016,restaurant,The Works,Bloor Street West,
8017,restaurant,Bukhara Grill,Bloor Street West,
8018,restaurant,Kenzo Ramen,Bloor Street West,
8019,fast_food,Burger's Priest,Bloor Street West,
8020,restaurant,Szechuan Noodle Bowl,Bloor Street West,
8021,restaurant,The Fry,Bloor Street West,
8022,fast_food,The Jerk King,Bloor Street West,
8023,restaurant,Tonkatsu,Bloor Street West,
8024,fast_food,A&W,Bloor Street West,
8025,fast_food,chung chun Hotdog,Bloor Street West,
8026,restaurant,East Coast Donair & Grill,Bloor Street West,
8027,restaurant,Parka Food Co,Queen Street West,
8028,pharmacy,Ossington Medical Pharmacy,Bloor Street West,
